"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Ad set budget","Ad set budget type","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Amount spent (USD)",Ends
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,20,Daily,"7-day click or 1-day view",,,0,1,,0.01,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,Instagram,"Instagram Stories",In-app,iPhone,inactive,20,Daily,"7-day click or 1-day view",,,0,2,,0.02,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Notifications",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,7,7,,0.28,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Notifications",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook profile feed",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,36,55,,0.18,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook profile feed",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,32,32,,0.12,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",89,actions:offsite_conversion.fb_pixel_add_to_cart,1976,3222,0.19685393,17.52,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,5,5,,0.06,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Reels",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,28,33,,0.24,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",224,actions:offsite_conversion.fb_pixel_add_to_cart,3356,4368,0.09544643,21.38,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Reels","Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,6,6,,0.02,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Reels","Mobile web",iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Reels","Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,4,4,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Stories",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,180,226,,2.9,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Facebook Stories",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",10,actions:offsite_conversion.fb_pixel_add_to_cart,42,42,0.022,0.22,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,36,41,,0.52,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",197,actions:offsite_conversion.fb_pixel_add_to_cart,4224,7445,0.3035533,59.8,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,8,9,,0.11,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_add_to_cart,116,143,0.565,1.13,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",391,actions:offsite_conversion.fb_pixel_add_to_cart,6365,9937,0.12048593,47.11,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,In-app,Other,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0.03,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,"Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",4,actions:offsite_conversion.fb_pixel_add_to_cart,36,73,0.065,0.26,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,"Mobile web",iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0.01,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Feed,"Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_add_to_cart,76,93,0.16,0.32,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Marketplace,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",2,actions:offsite_conversion.fb_pixel_add_to_cart,92,112,0.24,0.48,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,Marketplace,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,16,27,,0.13,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Right column",Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,12,16,,0.04,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Feed: video feeds",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0.04,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Feed: video feeds",In-app,iPad,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,1,,0,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,Facebook,"Feed: video feeds",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click or 1-day view",,,0,2,,0.02,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Feed,Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,24,28,,0.14,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Feed,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",97,actions:offsite_conversion.fb_pixel_add_to_cart,5488,7838,0.52041237,50.48,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Feed,In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,8,13,,0.08,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Feed,In-app,iPad,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,17,17,,0.07,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Feed,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",610,actions:offsite_conversion.fb_pixel_add_to_cart,7919,11518,0.07345902,44.81,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Feed,In-app,Other,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,0,1,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Feed,"Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,8,34,,0.08,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Feed,"Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,16,16,,0.03,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Explore,In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,32,69,,0.29,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,Explore,In-app,iPhone,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,40,107,,0.24,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Explore home",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,8,16,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Explore home",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,128,130,,0.12,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Reels",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",87,actions:offsite_conversion.fb_pixel_add_to_cart,3496,4310,0.24609195,21.41,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Reels",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_add_to_cart,0,8,0.025,0.05,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Reels",In-app,iPad,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,8,26,,0.03,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Reels",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",243,actions:offsite_conversion.fb_pixel_add_to_cart,5920,7642,0.09765432,23.73,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Stories",Desktop,Desktop,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,0,6,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Stories",In-app,"Android Smartphone",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",61,actions:offsite_conversion.fb_pixel_add_to_cart,1224,1622,0.14590164,8.9,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Stories",In-app,"Android Tablet",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,0,5,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Stories",In-app,iPad,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_add_to_cart,0,6,0.01,0.02,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Stories",In-app,iPhone,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",211,actions:offsite_conversion.fb_pixel_add_to_cart,2920,4128,0.08,16.88,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Stories","Mobile web","Android Smartphone",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,0,2,,0,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,Instagram,"Instagram Stories","Mobile web",iPhone,inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,0,3,,0,Ongoing
